,Unnamed: 0,CMPD_CHEMBLID,exp,smiles,drug_like,fp
2423,2423,CHEMBL2030798,-0.31,CNc1cccc(CCOc2ccc(C[C@H](NC(=O)c3ccccc3Cl)C(=O)O)cc2)n1,1,[0 1 0 ... 0 0 0]
1945,1945,CHEMBL1164374,2.9,Fc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(F)cc3,1,[0 0 0 ... 0 0 0]
1555,1555,CHEMBL378094,2.41,Cc1ccc2c(c(C)n(CC(=O)O)c2c1)c3ccnc4cc(Cl)ccc34,1,[0 0 0 ... 0 0 0]
2057,2057,CHEMBL1270670,3.7,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4ccoc34)n2)c1,1,[0 0 0 ... 0 0 0]
3001,3001,CHEMBL279416,0.3,Fc1ccc(cc1)c2ncn(C3CCNCC3)c2c4ccncc4,1,[0 0 0 ... 0 0 0]
962,962,CHEMBL274642,2.55,NC1=NN(CC1)c2cccc(c2)C(F)(F)F,1,[0 0 0 ... 0 0 0]
1496,1496,CHEMBL1331627,1.0,Nc1[nH]nc2ccccc12,1,[0 0 0 ... 0 0 0]
2705,2705,CHEMBL2335889,3.04,CC(=O)Nc1ccc(Nc2ncc3cc(ccc3n2)c4ccncc4)cc1,1,[0 0 0 ... 0 0 0]
3603,3603,CHEMBL207881,2.1,OC(=O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,1,[0 0 0 ... 0 0 0]
900,900,CHEMBL515839,2.82,CC(C)n1c(C)ncc1c2ccnc(Nc3ccc(cc3)S(=O)(=O)CC4CCCO4)n2,1,[0 1 0 ... 0 0 0]
2441,2441,CHEMBL1123,3.72,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,1,[0 0 1 ... 0 0 0]
3519,3519,CHEMBL574413,3.27,Cc1cc(Oc2ccnc(Nc3cccc(c3)N4CCOCC4)c2)c(nc1C)c5ccccn5,1,[0 0 0 ... 0 0 0]
1368,1368,CHEMBL1164165,2.5,[O-][N+](=O)c1ccc(cc1)C2=Nc3ccccc3C(=O)N2,1,[0 0 0 ... 0 0 0]
1535,1535,CHEMBL1890087,3.9,CC(C)Nc1nc(NCc2ccccc2)c3sccc3n1,1,[0 1 0 ... 0 0 0]
3485,3485,CHEMBL2207663,2.37,Cc1cc(Cl)ccc1OC2CCN(C[C@H](O)CNC(=O)C3=CNC(=O)C=C3C(F)(F)F)CC2,1,[0 1 0 ... 0 0 0]
3707,3707,CHEMBL118973,3.8,Cn1c2ccccc2c3cc(NC(=O)CCc4ccncc4)ccc13,1,[0 0 0 ... 0 0 0]
3593,3593,CHEMBL1088030,2.68,C[C@H](Nc1nc(Nc2ncc(C)s2)cc(n1)N3CCOCC3)c4ncc(F)cn4,1,[0 1 0 ... 0 0 0]
3202,3202,CHEMBL206229,4.42,CC(C)CN1C(=O)N(C)C(=O)c2c(SC(C)C)c(Cc3ccccc3C(F)(F)F)sc12,1,[0 1 0 ... 0 0 0]
3257,3257,CHEMBL9967,-0.49,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc4cccnc24)CC1,0,[0 0 0 ... 0 0 0]
1949,1949,CHEMBL63323,1.0,OC(=O)c1cccnc1Nc2cccc(c2)C(F)(F)F,1,[0 0 0 ... 0 0 0]
1351,1351,CHEMBL225519,1.49,O=C1NCCc2[nH]c(cc12)c3ccncc3,1,[0 0 0 ... 0 0 0]
3580,3580,CHEMBL2144949,1.69,c1ccc2c(c1)nnn2c3ccncc3,1,[0 0 0 ... 0 0 0]
217,217,CHEMBL205807,2.35,CC(C)CN1C(=O)N(C)C(=O)c2c1sc(Cc3c[nH]c4ccccc34)c2C(=O)N5CC[C@@H](O)C5,1,[0 1 0 ... 0 0 0]
2131,2131,CHEMBL2147032,3.24,O=C1COC2(CCN(CC2)S(=O)(=O)c3ccc(cc3)c4ccc5cccnc5c4)CN1C6CC6,1,[0 0 0 ... 0 0 0]
1936,1936,CHEMBL587723,3.97,CCN1CCN(Cc2ccc(cc2)c3cc4c(N[C@H](C)c5ccccc5)ncnc4[nH]3)CC1,1,[0 1 0 ... 0 0 0]
716,716,CHEMBL61946,2.3,CCN(CC)CCOC(=O)C1(CCCC1)c2ccccc2,1,[0 0 0 ... 0 0 0]
1881,1881,CHEMBL258313,3.56,C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)CCO,1,[0 1 0 ... 0 0 0]
996,996,CHEMBL122617,2.5,Oc1cccc2ccccc12,1,[0 0 0 ... 0 0 0]
1043,1043,CHEMBL72,1.24,CNCCCN1c2ccccc2CCc3ccccc13,1,[0 0 0 ... 0 0 0]
1256,1256,CHEMBL2158841,2.98,OC(=O)[C@H](Cc1ccc(F)cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1,[0 1 0 ... 0 0 0]
3671,3671,CHEMBL419951,3.55,CC(C)n1c2ccccc2c3cc(NC(=O)N4CCOCC4)ccc13,1,[0 1 0 ... 0 0 0]
3967,3967,CHEMBL642,-0.27,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(=O)C,1,[0 1 0 ... 0 0 0]
1649,1649,CHEMBL1762527,3.18,COc1ccc(C)c(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,1,[0 0 0 ... 0 0 0]
4158,4158,CHEMBL2158824,2.31,OC(=O)c1ccc(cc1)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1,[0 0 0 ... 0 0 0]
1625,1625,CHEMBL1807821,1.09,O[C@@H](CNCCCOCCOCCc1ccccc1)c2ccc(O)c3NC(=O)Sc23,1,[0 1 0 ... 0 0 0]
2066,2066,CHEMBL1086377,3.05,CCN1CCN(CC(=O)Nc2ccc(c3cccc4C(=O)C=C(Oc34)N5CCOCC5)c6sc7ccccc7c26)CC1,1,[0 0 0 ... 0 0 0]
2017,2017,CHEMBL2062584,2.72,COC(=O)CCn1cc(c2cc(NC3CC3)n4ncc(C#N)c4n2)c5cc(NC(=O)C)ccc15,1,[0 0 0 ... 0 0 0]
3643,3643,CHEMBL31354,3.0,COc1ccccc1N2CCN(CCN(C(=O)C3CCCCC3)c4ccccn4)CC2,1,[0 0 1 ... 0 0 0]
599,599,CHEMBL1916280,0.66,CCC(C)NC(=O)c1c(C)nn(c1NS(=O)(=O)c2ccc(C)cc2)c3ccccc3,1,[0 1 0 ... 0 0 0]
3002,3002,CHEMBL1829251,2.15,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccc(OC)cc4,1,[0 1 0 ... 0 0 0]
42,42,CHEMBL578288,2.91,NC(=NC#N)c1sc(Nc2ccccc2)nc1N,1,[0 0 0 ... 0 0 0]
989,989,CHEMBL1535688,-0.84,Cc1ccc(OCC(=O)O)c(c1)n2nc3ccccc3n2,0,[0 0 0 ... 0 0 0]
2966,2966,CHEMBL320971,1.44,Cc1ncsc1CCOCCCS(=O)(=O)CCNCCc2ccc(O)c3nc(O)sc23,1,[0 0 0 ... 0 0 0]
4142,4142,CHEMBL2177613,0.64,CCCSc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3CCCCC3,1,[0 0 1 ... 0 0 0]
1872,1872,CHEMBL1290185,0.24,Cc1nc(cs1)C(=O)N2CCCC3(CCN(Cc4ccccc4)CC3)C2,1,[0 0 0 ... 0 0 0]
4108,4108,CHEMBL1418512,1.49,CC(C)N(C(C)C)c1nnc(N)s1,1,[0 1 0 ... 0 0 0]
2036,2036,CHEMBL2158770,2.26,OC(=O)[C@H](Cc1cccc(c1)C#N)N2CCC(CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4)CC2,1,[0 1 0 ... 0 0 0]
1385,1385,CHEMBL1420171,1.74,Cc1ccc2c(c1)c(Sc3ccccc3)c(CC(=O)O)n2C,1,[0 0 0 ... 0 0 0]
3909,3909,CHEMBL386996,3.06,CC(C)Oc1cc(OCCN2CCN(CC2)C(=O)C)cc3ncnc(Nc4c(F)ccc5OCOc45)c13,1,[0 1 0 ... 0 0 0]
3377,3377,CHEMBL1172929,1.69,C[C@H]1NC(C)(C)CO[C@]1(O)c2cccc(Cl)c2,1,[0 0 0 ... 0 1 0]
4083,4083,CHEMBL1669158,2.8,CCOc1cc(ccc1NC(=O)CN2CCOCC2)c3cccc4C(=O)C=C(Oc34)N5CCOCC5,1,[0 0 0 ... 0 0 0]
3804,3804,CHEMBL1824605,2.66,O=C(Nc1ccccc1)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4C#N,1,[0 0 0 ... 0 0 0]
3155,3155,CHEMBL558,0.62,CC(N)COc1c(C)cccc1C,1,[0 1 0 ... 0 0 0]
1952,1952,CHEMBL549620,2.93,OCCN1CCN(Cc2ccc3c(NC(=O)CC45CC6CC(CC(C6)C4)C5)c(Cl)ccc3n2)CC1,1,[0 0 0 ... 0 0 0]
991,991,CHEMBL1718949,3.7,CC1=C(Cc2ccccc2)C(=O)n3nc(NCc4ccc(Cl)cc4)nc3N1,1,[0 0 0 ... 0 0 0]
825,825,CHEMBL69863,2.11,Oc1cc(O)cc(\C=C\c2ccc(O)c(O)c2)c1,1,[0 0 0 ... 0 0 0]
803,803,CHEMBL364069,0.7,O=C(N[C@H]1CN2CCC1CC2)c3ccc(s3)c4ccccn4,1,[0 0 0 ... 0 0 0]
70,70,CHEMBL2010834,2.8,CNC(=O)c1ccc(CC(=O)N(C)C2CCN(Cc3ccc(cc3)C(F)(F)F)CC2)cc1,1,[0 0 0 ... 0 0 0]
4091,4091,CHEMBL2036588,3.2,Fc1cccc(Nc2oc(nn2)C(=O)Nc3ccc(nc3)N4CCOCC4)c1,1,[0 0 0 ... 0 0 0]
2254,2254,CHEMBL1630130,2.9,O=C(CCN1CCCCC1)Nc2ccc(C3=CC=CN4C(=O)C=C(N=C34)N5CCOCC5)c6sc7ccccc7c26,1,[0 0 1 ... 0 0 0]
1991,1991,CHEMBL1682833,2.4,CS(=O)(=O)N1CCOc2cc(COc3ccccc3)cnc12,1,[0 0 0 ... 0 0 0]
1073,1073,CHEMBL1092926,1.86,Fc1cc(cc(F)c1CN2CCOCC2)c3cccc4ncc(nc34)c5cnn(c5)C6CCNCC6,1,[0 0 0 ... 0 0 0]
192,192,CHEMBL398295,3.97,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@H](O)[C@@H](O)[C@H]5O)c4n1,1,[0 0 0 ... 0 0 0]
214,214,CHEMBL2059864,3.19,Cc1cnc([nH]1)c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2,1,[0 0 0 ... 0 0 0]
3541,3541,CHEMBL245180,3.7,CNc1nc2nc(SCc3cccc(F)c3F)nc(N[C@H](C)CO)c2s1,1,[0 1 0 ... 0 0 0]
898,898,CHEMBL1824040,0.37,CC(=O)c1ccc2OCC(=O)N(CCN3CCC(CC3)NCc4ccc5OCC(=O)Nc5n4)c2c1,1,[0 0 0 ... 0 0 0]
3053,3053,CHEMBL2153302,2.81,CCCOc1nc(ccc1C(=O)NC2CCCCC2)N3CCC[C@@H](CC(=O)O)C3,1,[0 0 1 ... 0 0 0]
2108,2108,CHEMBL2163584,3.12,Brc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N,1,[0 0 1 ... 0 0 0]
530,530,CHEMBL365903,2.3,NC(=O)c1cc(O)cc2nc(oc12)c3ccc(O)cc3,1,[0 0 0 ... 0 0 0]
2751,2751,CHEMBL16293,3.29,c1ccc2ccccc2c1,1,[0 0 0 ... 0 0 0]
3379,3379,CHEMBL2178940,1.4,Cc1nc(C)c(nc1C(=O)N)c2ccc(cc2)[C@@H]3CC[C@@H](Cc4nnn[nH]4)CC3,1,[0 0 0 ... 0 0 0]
3061,3061,CHEMBL567508,1.84,NC(=O)c1c(N)sc2CCCCc12,1,[0 0 0 ... 0 0 0]
1712,1712,CHEMBL424620,0.68,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NC(=O)Cc3cccc(c3)C(=O)O)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0]
4185,4185,CHEMBL438,-0.51,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,0,[0 0 0 ... 0 0 0]
1869,1869,CHEMBL1230122,2.76,CN1C(=O)C(=Cc2cnc(NC3CCOCC3)nc12)Oc4ccc(F)cc4F,1,[0 0 0 ... 0 0 0]
3529,3529,CHEMBL327693,2.62,C[C@@](O)(C(=O)Nc1ccc(cc1Cl)C(=O)N2CCCCC2)C(F)(F)F,1,[0 0 1 ... 0 0 0]
3763,3763,CHEMBL2170994,2.5,Nc1ncnc2c1ncn2[C@@H]3O[C@H](CSCCCNC(=O)Nc4ccc(Cl)cc4)[C@@H](O)[C@H]3O,1,[0 0 0 ... 0 0 0]
1379,1379,CHEMBL257027,2.75,C[C@H](CO)Nc1nc(SCc2ccccc2)nc3NC(=O)Nc13,1,[0 1 0 ... 0 0 0]
1303,1303,CHEMBL218677,3.1,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC(=O)N)CC4,1,[0 0 0 ... 0 0 0]
2627,2627,CHEMBL1576801,3.43,Cc1ccc(cc1)C(=O)C2CCN(CC2)C(=O)c3ccc(C)cc3,1,[0 0 0 ... 0 0 0]
1230,1230,CHEMBL2012204,2.88,Cc1onc(c1)[C@H](O)[C@](C)(OCc2ccc(cc2)c3ccccc3)C(=O)NO,1,[0 1 0 ... 0 0 0]
2526,2526,CHEMBL1910654,3.25,N[C@H](CNC(=O)c1cc2c(cccc2[nH]1)c3ccccc3Cc4ccccc4)C(=O)O,1,[0 1 0 ... 0 0 0]
3806,3806,CHEMBL2031238,2.43,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cocc5)ccc4C,1,[0 0 0 ... 0 0 0]
88,88,CHEMBL1650728,2.6,COc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Br)n[nH]1,1,[0 1 0 ... 0 0 0]
2917,2917,CHEMBL1881943,2.36,NC(=O)C1=CN(Cc2ccc(Cl)cc2Cl)C(=O)C=C1,1,[0 0 0 ... 0 0 0]
3627,3627,CHEMBL1620331,2.65,CCOc1ccc(cc1)c2cnc3CCCn23,1,[0 0 0 ... 0 0 0]
1652,1652,CHEMBL1762530,2.94,CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,1,[0 0 0 ... 0 0 0]
2272,2272,CHEMBL11334,2.63,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1C(C)C)NC(=O)OCc2ccccc2)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0]
148,148,CHEMBL1945035,1.58,O[C@@H](CNCCc1ccccc1CNCCc2ccccc2F)c3ccc(O)c4NC(=O)Sc34,1,[0 1 0 ... 0 0 0]
31,31,CHEMBL2010845,3.3,CN([C@@H]1CCN(Cc2ccc(cc2)C(F)(F)F)C[C@@H]1F)C(=O)Cc3ccc(cc3)n4cnnn4,1,[0 0 0 ... 0 0 0]
481,481,CHEMBL6399,0.9,CN(C)c1cccc2c(cccc12)S(=O)(=O)Nc3cnccn3,1,[0 0 0 ... 0 0 0]
3795,3795,CHEMBL2086674,3.0,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cn3)S(=O)(=O)C)cn2)C(=O)OC(C)(C)C,1,[0 0 0 ... 0 0 0]
3342,3342,CHEMBL278078,1.0,CCN(CC)C(=O)c1ccc(cc1)C(=C2CCNCC2)c3ccccc3OC,1,[0 0 0 ... 0 0 0]
3798,3798,CHEMBL2153185,1.79,CCCSc1nc(Oc2ccc(CC(=O)O)cc2)ccc1C(=O)NC3CCCCC3,1,[0 0 1 ... 0 0 0]
836,836,CHEMBL2207660,3.66,Cc1c(Cl)ccc(OC2CCN(C[C@H](O)CNC(=O)c3c[nH]nc3C(F)(F)F)CC2)c1Cl,1,[0 1 0 ... 0 0 0]
3004,3004,CHEMBL2177603,1.15,CC(C)c1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,1,[0 1 0 ... 0 0 0]
1765,1765,CHEMBL2177602,0.9,CCc1c(cnn1c2ccc(cc2)C(=O)O)C(=O)NC3C4CC5CC(CC3C5)C4,1,[0 0 0 ... 0 0 0]
861,861,CHEMBL1222443,2.07,CC1=CC2=NNC(=O)N2c3cc(ccc13)c4occc4,1,[0 0 0 ... 0 0 0]
4099,4099,CHEMBL1508,1.48,CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,1,[0 0 0 ... 0 0 0]
3121,3121,CHEMBL897,0.03,CCCN(CCC)S(=O)(=O)c1ccc(cc1)C(=O)O,1,[0 0 0 ... 0 0 0]
1691,1691,CHEMBL1223815,2.39,Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@H](C3)Oc4cccc(c4)C(=O)N)s1,1,[0 0 0 ... 0 0 0]
3420,3420,CHEMBL442995,3.8,Cc1c(c2ccc(O)cc2)n(C)c3ccc(O)cc13,1,[0 0 0 ... 0 0 0]
3689,3689,CHEMBL336546,1.8,FC(F)(F)c1cc(NC(=O)c2cnc(Cl)nc2C(F)(F)F)cc(c1)C(F)(F)F,1,[0 0 0 ... 0 0 0]
1471,1471,CHEMBL266922,2.05,CCCSc1nc(N[C@@H]2C[C@H]2c3ccccc3)c4nnn([C@@H]5C[C@@H]([C@@H](O)[C@H]5O)C(=O)N)c4n1,1,[0 0 0 ... 0 0 0]
3234,3234,CHEMBL459236,3.89,CCN1C(=O)C=Cc2cc(COc3cc(F)cc(c3)C4(CCOCC4)OC)ccc12,1,[0 0 0 ... 0 0 0]
1129,1129,CHEMBL198758,2.76,CCN(C1CCN(CCC(c2ccccc2)c3ccc(cc3)C#N)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0]
3365,3365,CHEMBL14121,2.93,COc1ccc(CN2C(=O)NC3=C(C=C(N(CC(=O)NC(C(C)C)C(=O)C(F)(F)F)C3=O)c4ccccc4)C2=O)cc1,1,[0 1 0 ... 0 0 0]
1109,1109,CHEMBL277148,2.54,Oc1cc(nc2ccccc12)c3ccccc3,1,[0 0 0 ... 0 0 0]
1328,1328,CHEMBL367556,0.66,NC1=NC2(CCN(CC2)C(=O)c3ccc(cc3)C#N)Nc4cccc(F)c14,1,[0 0 0 ... 0 0 0]
185,185,CHEMBL1682940,3.17,CC[C@H](NC(=O)c1c(c(nc2ccccc12)c3ccccc3)S(=O)(=O)C)c4ccccc4,1,[0 1 0 ... 1 0 0]
555,555,CHEMBL201307,2.89,COc1cc2c(Nc3ncc(CC(=O)Nc4cccc(F)c4)s3)ncnc2cc1OCCCN5CCC(CO)CC5,1,[0 0 0 ... 0 0 0]
2717,2717,CHEMBL2331743,1.96,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(C(=O)N)c(Oc4cccc(Cl)c4)c3)C(=O)NC1=O,1,[0 0 0 ... 0 0 0]
2146,2146,CHEMBL515062,2.77,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,1,[0 1 0 ... 0 0 0]
2708,2708,CHEMBL1257578,2.44,Cc1ccc(CN2[C@@H]3CC[C@H]2C[C@@H](C3)Oc4cccc(c4)C(=O)N)s1,1,[0 0 0 ... 0 0 0]
2198,2198,CHEMBL2179285,-0.25,CC1=CN([C@H]2CCCN(C2)[C@H](CC3CCOCC3)c4ccc(C(=O)O)c(Oc5cccc(Cl)c5)c4)C(=O)NC1=O,1,[0 1 0 ... 0 0 0]
3880,3880,CHEMBL1703687,3.4,Fc1ccc(NC(=S)N2CCC(CC2)C(=O)c3ccc(F)cc3)cc1,1,[0 0 0 ... 0 0 0]
1362,1362,CHEMBL1644,-0.86,CC1=C(N2[C@H](SC1)[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C2=O)C(=O)O,0,[0 1 0 ... 0 0 0]
499,499,CHEMBL2331752,2.35,CC1=CN([C@H]2CCCN(C2)S(=O)(=O)c3ccc(O)c(Oc4cc(F)cc(Cl)c4)c3)C(=O)NC1=O,1,[0 0 0 ... 0 0 0]
3354,3354,CHEMBL1829246,1.81,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccccc4,1,[0 1 0 ... 0 0 0]
1898,1898,CHEMBL515854,2.56,COCCS(=O)(=O)c1ccc(Nc2nccc(n2)c3cnc(C)n3C(C)C)cc1,1,[0 1 0 ... 0 0 0]
768,768,CHEMBL1683033,1.99,CCOc1cc2nnc(C(=O)N)c(Nc3cccc(Cl)c3F)c2cc1N4CCN(C)CC4,1,[0 0 0 ... 0 0 0]
2768,2768,CHEMBL1950856,2.92,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(Br)cc2)C1)C(C)(C)C,1,[0 1 0 ... 0 0 0]
2155,2155,CHEMBL381055,3.73,Fc1ccc(cc1)C(=O)N2CCC[C@@H](C2)c3onc(n3)c4ccc(F)cc4,1,[0 0 0 ... 0 0 0]
663,663,CHEMBL519422,2.53,CCn1c(C)ncc1c2ccnc(Nc3ccc(cc3)C(=O)NC)n2,1,[0 0 0 ... 0 0 0]
1813,1813,CHEMBL188167,3.35,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN6CCCCC6,1,[0 0 1 ... 0 0 0]
720,720,CHEMBL425300,2.9,Cc1cnc(NC(=O)Cc2ccccc2)s1,1,[0 0 0 ... 0 0 0]
1341,1341,CHEMBL1524763,3.1,Fc1ccc(cc1)c2cn3ccccc3n2,1,[0 0 0 ... 0 0 0]
3301,3301,CHEMBL1191,-1.33,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,0,[0 0 0 ... 0 0 0]
3727,3727,CHEMBL2325729,2.4,NC1(CCN(CC1)c2ncnc3[nH]ccc23)C(=O)N[C@@H](CCN4CCCCC4)c5ccc(Cl)cc5,1,[0 1 1 ... 0 0 0]
1068,1068,CHEMBL1946616,1.98,CN1CCN(CC1)C(=O)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56,1,[0 0 0 ... 0 0 0]
3809,3809,CHEMBL2087855,3.43,Cn1cc(cc1c2c3C(=O)N(CC#CCn4cncn4)C(=O)N(CC5CC5)c3nn2Cc6ccnc7ccc(Cl)cc67)C#N,1,[1 0 0 ... 0 0 0]
4056,4056,CHEMBL1779006,1.71,COc1cc(F)ccc1c2cc(CNC3CCCC3)ccn2,1,[0 0 0 ... 0 0 0]
2115,2115,CHEMBL1945299,0.91,COc1ccccc1CNCCc2cccc(CCNC[C@H](O)c3ccc(O)c4NC(=O)Sc34)c2,1,[0 1 0 ... 0 0 0]
918,918,CHEMBL1536083,4.03,CCOC(=O)CN(c1ccccc1C)S(=O)(=O)c2ccc(Cl)cc2,1,[0 0 0 ... 0 0 0]
453,453,CHEMBL2062571,2.24,CC(=O)Nc1ccc2ccn(c3cc(NC4COC4)n5ncc(C#N)c5n3)c2c1,1,[0 0 0 ... 0 0 0]
2642,2642,CHEMBL214798,2.72,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(C)CC4,1,[0 0 0 ... 0 0 0]
1504,1504,CHEMBL1518,0.7,CCCC1=CC(=O)NC(=S)N1,1,[0 0 0 ... 0 0 0]
302,302,CHEMBL2325726,1.7,CNC(=O)c1cc(c2nc(cc(n2)C3(CC3)S(=O)(=O)C)N4CCOCC4)c5cc[nH]c5c1,1,[0 0 1 ... 0 0 0]
2861,2861,CHEMBL1078411,1.3,N[C@@H](Cc1cccs1)C(=O)N[C@@]2(C[C@@H]2c3ccccc3)C#N,1,[0 1 0 ... 0 0 0]
1254,1254,CHEMBL183492,3.6,C=CCN(C1CCN(CCC(c2ccccc2)c3ccccc3)CC1)C(=O)Nc4ccccc4,1,[0 1 0 ... 0 0 0]
1804,1804,CHEMBL1623850,1.6,CC(=O)N1CCN(CC(O)COc2ccc(Br)cc2)CC1,1,[0 1 0 ... 0 0 0]
286,286,CHEMBL198114,1.84,CCN(C1CCN(CCC(c2ccccc2)c3ccc(NS(=O)(=O)C)cc3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C,1,[0 1 0 ... 0 0 0]
1,1,CHEMBL1951080,-1.18,COc1cc(OC)c(cc1NC(=O)CSCC(=O)O)S(=O)(=O)N2C(C)CCc3ccccc23,0,[0 0 0 ... 0 0 0]
1118,1118,CHEMBL1224286,1.93,CNC(=O)c1cccc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc4ccccc4)c1,1,[0 0 0 ... 0 0 0]
2287,2287,CHEMBL2321999,1.95,Clc1ccc(cc1Cl)[C@@H]2CNCC=CC2,1,[0 0 0 ... 0 0 0]
3250,3250,CHEMBL114868,2.43,CC(C)C(NC(=O)CN1C(=O)C(=CC=C1c2ccccc2)NS(=O)(=O)c3cccc(NC(=O)C)c3)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0]
520,520,CHEMBL465305,2.21,CC(=O)c1ccc(nc1)N2CCN(CC2)S(=O)(=O)C[C@]34CC[C@H](CC3=O)C4(C)C,1,[0 0 0 ... 0 0 0]
842,842,CHEMBL1458496,2.98,Clc1cccc(C(=O)N2CCN(CC2)c3ccccn3)c1Cl,1,[0 0 0 ... 0 0 0]
4006,4006,CHEMBL2059859,3.24,Cc1ccc(cc1NC(=O)c2ccc(OCc3ccccn3)cc2)c4nc5ccccc5[nH]4,1,[0 0 0 ... 0 0 0]
2072,2072,CHEMBL2208430,3.91,O[C@H](CNC(=O)c1c[nH]c2ccccc12)CN3CCC(CC3)Oc4ccc(Cl)c(Cl)c4,1,[0 1 0 ... 0 0 0]
2297,2297,CHEMBL1643194,2.62,Cc1cc(CN2Cc3ccccc3C2C(=O)Nc4ccc(Cl)cc4Cl)ccc1OCC(=O)O,1,[0 0 0 ... 0 0 0]
536,536,CHEMBL1915315,2.9,Oc1ccc(cc1)C2=Cc3ccc(O)cc3OC2=O,1,[0 0 0 ... 0 0 0]
1618,1618,CHEMBL1431736,2.2,CC(NC(=O)c1cc(O)nc2ccccc12)c3ccccc3,1,[0 1 0 ... 0 0 0]
408,408,CHEMBL1917455,2.28,Cc1c(Oc2ccc(Cl)cc2)c3cc(ccc3n1CC(=O)O)C(F)(F)F,1,[0 0 0 ... 0 0 0]
773,773,CHEMBL2346974,3.2,CC(=O)N1CCN(CCOc2ccc(cc2)C3CCN(CC3)c4ccc5nnc(n5n4)C(F)(F)F)CC1,1,[0 0 0 ... 0 0 0]
223,223,CHEMBL2164670,3.57,COc1ccccc1C(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N3CCN(Cc4ccc(F)cc4)CC3)C#N,1,[0 1 0 ... 0 0 0]
4176,4176,CHEMBL11084,0.68,CC(C)C(NC(=O)CN1C(=O)C(=CN=C1c2cccs2)N)C(=O)C(F)(F)F,1,[0 1 0 ... 0 0 0]
2219,2219,CHEMBL1896037,3.41,OC(CN1CCCCC1)(C(=O)c2ccccc2)c3ccccc3,1,[0 0 1 ... 0 0 0]
567,567,CHEMBL1449167,1.06,Nc1n[nH]c(Nc2ccccc2)n1,1,[0 0 0 ... 0 0 0]
2024,2024,CHEMBL103771,4.12,C\N=C(/S)\n1nc(nc1N)c2ccc(Cl)cc2,1,[0 0 0 ... 0 0 0]
